account_id,txn_date,value_date,amount_paise,direction,description,reference
ACC-001,2026-08-10,2026-08-10,-153942,debit,SMS ALERT CHARGES,
ACC-001,2026-06-11,2026-06-11,-168388,debit,DEBIT CARD FEE,
ACC-003,2026-08-20,2026-08-20,-89848,debit,CHEQUE BOOK FEE,
ACC-003,2026-08-10,2026-08-10,-64224,debit,RTGS CHARGES,
ACC-003,2026-08-24,2026-08-24,-129592,debit,ATM WITHDRAWAL FEE,
ACC-002,2026-07-16,2026-07-16,-24227,debit,LOCKER RENT,
ACC-001,2026-07-28,2026-07-28,-97024,debit,PROCESSING FEE,
ACC-003,2026-08-18,2026-08-18,-167273,debit,SERVICE CHARGE,
ACC-002,2026-08-23,2026-08-23,2817364,credit,UNKNOWN VENDOR 877,UTR343348166585
ACC-001,2026-07-13,2026-07-13,-9721395,debit,UNKNOWN VENDOR 949,UTR421263178879
ACC-003,2026-08-05,2026-08-05,3830876,credit,UNKNOWN VENDOR 604,UTR919122659797
ACC-003,2026-07-22,2026-07-22,6550374,credit,UNKNOWN VENDOR 360,UTR317371953179
ACC-001,2026-06-15,2026-06-15,-10309621,debit,UNKNOWN VENDOR 944,UTR309514605303
ACC-003,2026-07-13,2026-07-13,3561276,credit,UNKNOWN VENDOR 875,UTR149024776861
ACC-003,2026-08-25,2026-08-25,-1556170,debit,UNKNOWN VENDOR 568,UTR747073144369
ACC-003,2026-06-17,2026-06-17,-2413015,debit,UNKNOWN VENDOR 104,UTR909731749158
